43f39d86-8a2c-4139-887e-b2af95ddca78,Energy bar,energy.png,2025-09-11 15:12:02.486503 +00:00,1,2,3,120,0,200,6.00,28.00,8.00,180,0.0,true,energy bar,3,false,energy bars,false,8f4f2c73-9a65-4d5a-b3be-9d5f9e2a1c2d,Generic energy bar.,bar,null,false,true,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
be5256da-7cd3-40c5-802b-8e2ac6ead338,Energy waffle (stroopwafel-style),energy_waffle.png,2025-09-24 19:44:56.443166 +00:00,1,null,null,80,0,0,7.00,21.00,1.00,150,0.0,false,energy waffle (stroopwafel-style),null,false,energy waffles (stroopwafel-style),false,666408c5-6d5b-4fc6-bda3-d6428e8362b9,null,waffle,1 waffle = 30 g,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
408c9d6e-83aa-4875-8100-e6bc09ebe324,Water,water.png,2025-09-15 21:20:15.546245 +00:00,1,null,null,0,null,null,0.00,0.00,0.00,0,240.0,false,cup of water,null,false,cups of water,false,a1e2c3d4-b5a6-4c7d-8e9f-0a1b2c3d4e5f,Plain water.,cup,null,true,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
8421a851-3d81-48c8-8334-0fb99b6aa447,Sports drink (carb + electrolytes),sports_drink.png,2025-08-19 17:17:02.105068 +00:00,1,2,8,110,0,0,0.00,14.00,0.00,56,236.6,true,cup sports drink (carb + electrolytes),15,true,cups sports drink (carb + electrolytes),false,c7e2a1d4-5b6c-4f9d-8e2a-1a7c9b3e5d2f,General-purpose carb + electrolyte drink.,cup,null,false,true,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
3221593d-cac7-4571-937f-3b2329ee3e0b,Coffee,coffee.png,2025-09-24 20:02:15.785256 +00:00,1,null,null,5,95,120,0.00,0.00,0.00,0,240.0,false,cup of coffee,null,false,cups of coffee,false,76c16c67-1746-47d7-adea-e5fc9dcd1f4d,null,cup,null,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
f916b29f-cfe3-4cf5-9362-6b1967e3bdca,Chocolate milk,chocolate_milk.png,2025-08-19 17:17:02.105068 +00:00,1,10,10,0,0,0,8.00,26.00,8.00,208,236.6,false,cup chocolate milk,15,false,cups chocolate milk,false,d4c3b2a1-6e5d-4c3b-8a9f-1e2d3c4b5a6f,Carb + protein dairy drink.,cup,null,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
429418b7-6580-4a7a-a542-c27fd8130a5c,Apple,apple.png,2025-09-24 20:03:48.092164 +00:00,1,null,null,0,0,0,0.30,25.00,0.50,95,0.0,false,apple,null,false,apples,false,f2a8c4e1-7d82-4d9b-8b79-9a03e7b4a6c1,null,apple,null,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
1046a183-9f3a-40e9-add6-4baf092826cc,Electrolyte drink mix (electrolyte-only),electrolyte_drink_mix.png,2025-09-24 19:49:51.274656 +00:00,1,null,null,300,0,200,0.00,0.00,0.00,0,0.0,false,serving electrolyte drink mix (electrolyte-only),null,false,servings electrolyte drink mix (electrolyte-only),false,09930546-1942-485e-9728-bced1cf933a2,mixed in 16–20 fl oz,serving,1 serving = 1 stick/scoop,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
ae2611c5-63d8-434c-9a11-274ec8439c1e,Dates,dates.png,2025-08-19 17:17:02.105068 +00:00,1,3,4,0,0,0,0.00,18.00,0.00,72,null,false,pair of dates,null,false,pairs of dates,false,f2a8c4e1-7d82-4d9b-8b79-9a03e7b4a6c1,Portable fruit sugars for quick energy.,pair,null,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
2ed43f0f-98dc-4534-81b1-a54265b30a3d,Oatmeal,oatmeal.png,2025-08-19 17:17:02.105068 +00:00,1,2,10,0,0,0,3.00,30.00,5.00,166,null,true,cup oatmeal,15,false,cups oatmeal,false,f2a8c4e1-7d82-4d9b-8b79-9a03e7b4a6c1,"Warm cereal; steady, slower-digesting carbs.",cup,null,false,true,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
6b18db01-4073-466a-87fd-89018f02e9f4,Bananas,bananas_sliced.png,2025-08-19 17:17:02.105068 +00:00,1,2,null,0,0,0,0.00,27.00,1.00,105,null,true,banana,null,false,bananas,false,f2a8c4e1-7d82-4d9b-8b79-9a03e7b4a6c1,Fast fruit carbs; easy on stomach.,banana,null,false,true,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
24f998ab-0714-4b7b-bdd1-8da1b9b42a5a,Yogurt,yogurt.png,2025-09-24 19:54:17.935468 +00:00,1,null,null,55,0,0,0.00,6.00,16.00,90,null,false,serving-cup yogurt,null,false,serving-cups yogurt,false,d4c3b2a1-6e5d-4c3b-8a9f-1e2d3c4b5a6f,null,serving-cup,1 serving-cup = 5.3 oz,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
2b25abeb-1227-43e7-9df5-48e6634e668f,Berries,berries.png,2025-09-24 20:05:22.409795 +00:00,1,null,null,1,0,200,0.50,17.00,1.00,70,0.0,false,cup of berries,null,false,cups of berries,false,f2a8c4e1-7d82-4d9b-8b79-9a03e7b4a6c1,null,cup,null,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
17459c26-52b9-424a-aba2-da761aa12eee,Gels,gels.png,2025-08-19 17:17:02.105068 +00:00,1,1,6,50,0,0,0.00,22.00,0.00,90,null,true,Gel,4,false,Gels,false,3b5d6f2e-3d3a-4b6a-9e3b-5c7a1f0d7a10,Single-serve energy gel (generic).,gel,null,false,true,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
76fbae6a-ca0b-4404-ba93-48be328aae3b,Salt Packet,salt.png,2025-09-24 20:11:11.968103 +00:00,1,null,null,200,0,0,0.00,0.00,0.00,0,0.0,false,salt packet,null,false,salt packets,false,09930546-1942-485e-9728-bced1cf933a2,Salt packet.,packet,,true,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
312f4fca-ca55-47a2-aa2f-afa24cd64ef4,Applesauce / fruit purée pouch,applesauce.png,2025-09-02 21:32:03.578154 +00:00,1,2,3,0,0,100,0.00,14.00,0.00,60,90.0,false,applesauce / fruit purée pouch,3,false,applesauce / fruit purée pouches,false,f2a8c4e1-7d82-4d9b-8b79-9a03e7b4a6c1,Easy-to-digest fruit carbs.,pouch,null,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
f7f21b39-c153-4c44-b6e5-a7497178d9fb,Bagel (plain),bagel.png,2025-09-02 21:32:03.578154 +00:00,1,1,1,300,0,120,1.50,48.00,9.00,250,0.0,true,plain bagel,2,false,plain bagels,false,f2a8c4e1-7d82-4d9b-8b79-9a03e7b4a6c1,Simple carb source before/during training.,bagel,null,false,true,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
c5eabfaf-0e2b-42a5-8351-f12a9b36edef,Trail mix,trail_mix.png,2025-09-11 15:12:02.486503 +00:00,1,2,6,80,0,220,9.00,16.00,6.00,150,0.0,false,serving of trail mix,8,false,servings of trail mix,false,f2a8c4e1-7d82-4d9b-8b79-9a03e7b4a6c1,Mixed nuts & fruit; carbs with fats for satiety.,serving,1 serving = 1/4 cup,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
71b7a463-382d-41b3-8dea-1d7f9c563856,Protein powder (whey),protein.png,2025-09-11 15:12:02.486503 +00:00,1,2,1,50,0,150,1.00,3.00,25.00,110,0.0,false,serving protein powder (whey),3,false,servings protein powder (whey),false,d4c3b2a1-6e5d-4c3b-8a9f-1e2d3c4b5a6f,Protein powder for recovery.,serving,1 serving = 1 scoop ≈ 30 g,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
41109851-ea1b-40a3-bca0-41534b6c4181,Pickle juice shot,pickle_juice.png,2025-09-02 21:32:03.578154 +00:00,1,3,2,500,0,20,0.00,0.00,0.00,0,30.0,false,pickle juice shot,15,true,pickle juice shots,false,a1e2c3d4-b5a6-4c7d-8e9f-0a1b2c3d4e5f,Small shot of salty pickle brine.,shot,null,false,false,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
b1d860f0-0afb-45d5-bcec-9eb8b02827bc,Sports drink mix (carb + electrolytes),carb_drink_mix.png,2025-09-02 21:32:03.578154 +00:00,1,10,3,300,0,50,0.00,16.00,0.00,80,null,true,serving sports drink mix (carb + electrolytes),15,false,servings sports drink mix (carb + electrolytes),false,c7e2a1d4-5b6c-4f9d-8e2a-1a7c9b3e5d2f,Generic carb/electrolyte powder.,serving,1 serving = 1 scoop (~28 g),false,true,null,true,true,false,false,false,false,false,null,null,null,null,null,null,null,null,null
